review,sentiment
this film laboured along with some of the most predictable story lines and shallow characters ever seen the writer obviously bought the playbook how to write space disaster movie and followed it play by play in particular the stereotypical use of astronauts talking to their loved ones from outer space putting on brave show in the face of disaster has been done time and time againmax appears to have been written in the hope that the producers would throw million at the project but judging by the latter half of the film which contained numerous lame attempts at special effects the producers could only muster thousand to learn that the film was nominated for special visual effects emmy has me absolutely gobsmackedi think handful of high school students with pass in media studies could have created more believable effectsand the plot holes are too numerous to mention but will pick one out as an example now im no nasa expert but surely its highly implausible that worker attached to the shuttle simulator would suddenly hold position of power in the control room when things start to go pearshaped with the program surely there is someone more experienced at mission control who the program director would call on rather than twentynine year old who has not been in the control room beforethe only saving grace for this film is the work of bill campbell he manages to make good attempt at salvaging something out of the train wreck that is this scripti give this film out of with the aboveaverage work of bill campbell in the lead role saving it from lower mark,negative
caddyshack two is good movie by itself but compared to the original it cant stack up robert stack is horrible replacement for ted knight and jackie mason while funny just cant compete with rodney dangerfield ty webb is funny being the only character from the original most of the other characters in the movie lack the punch of the original henry wilcoxon for example except for the hystericly funny lawyer peter blunt being played by randy quaid every line he says reminds me of the originals humor especially the scene at his office dont go in for law suits or motions find out where you live and come to your house and beat down your door with fing baseball bat make bonfire with the chippindalemaybe roast that golden retriever arff arff arff then eat it and then im comin upstairs junior and im grabbing you by your brooks brothers pjs and cramming your brand new bmw up your tight do we have an understanding offsetting his small role however is dan acroyd who is obviously no replacement for bill murray his voice is beyond irritating and everything he does isnt even funny its just stupid overall caddyshack ii is good movie but in comparison to the awesome original it just cant cut it,negative
honestly this short film sucks the dummy used in the necro scene is pretty well made but still phony enough looking to ruin the viewing experience the unearthed dvd is crisp and clear and havent made up my mind if this helps or hinders it if the film was little grainy it might have added some creepiness factor to what was going on have no idea why this film has so much hype surrounding it other than the subject matter but to be honest the necrophilia scenes in films like nekromantik and visitor among others are more shocking than in aftermath all this talk about the film being about loneliness and all other manner of deep philosophy is bull this is an expensive beautifully filmed turd its not that shocking its not that disgusting if you insist on viewing it rent it give it for the fact that not many people make explicit movies about necrophilia there should definitely be bigger selection for us sickos the filming is good and it does have some gore if watching rubbery looking doll get cut open is considered gore but other than that absolutely nothing going for this overhyped mess on the other hand genesis cerdas sequel to aftermath now available as double feature released by unearthed films is an absolute masterpiece of short film really showing what good director cerda really is when given the right material although dont care for aftermath at all genesis is so well made that will forgive cerda and definitely keep an eye out for him in the future,negative
thought that mukhsin has been wonderfully written its not just about entertainment theres tonnes of subtle messages that think yasmin was trying to bring across and yes it might be confusing to some of youespecially if you didnt watch sepet andor gubra for timesi bet noticed how they use characters from the two movies before right its really ironic how the characters relate like the bossy neighbour is that prostitute from gubra and the chick at the snooker pad turns out to be the religious and wife of the pious man in the future and absolutely love the voiceovers its crude yet awakeningly fresh like when they took shot of the rumah tumpangan gamin signboard then there was suddenly mukhsins voice saying bismillahhirrahmannirrahim the scene when he climbed the treeit captured malaysians attitudeand in some mild way sniggering at how pathetic it is portrayed in the character for example even the kids can be really sharp tonguedcomplete with the shrill annoying voice and simply bad mouth ppl all movie long and how you can be such busybody and talk about ppl when ur own life isnt sorted out all can say is this movie totally reached my expectation if not exceeded it it kept me glued to the screen couldnt even take my eyes off it not even to make out in the cinema ha ha,positive
am not golf fan by any means on may about pm the movie started with scene in the late 1800s old movies like but not golf however within the first scene young boy harry vardon is awaken by the voices of men he goes outside to inquire what they are doing and is told they are going to build golf something so then turned the television off but something stirred me and it was back on the movie is excellent we then see this young boy now man professional golf player who is haunted with visions from his childhood then we meet the true focus of the movie francis and the decisions he makes for golf you meet his mother and father who want to protect him from the class thing that is so obvious during the period then there is little eddie lowery his caddy with encouraging words and little pushes that are instrumental in francis winning dont want to give away too much was up until am this is super please see the movie,positive
upon viewing tobe hoopers gem crocodile in developed great interest in the collegecrocodile niche of the exploitationmonster genre look forward to wayward producer to follow up with several sequels to these delightful bonbons of camp goodness if only ed wood could bring his subtle sense of flair and dignity to these remarkable scripts with ed writing the scripts and room full of monkees creating crocodile special effects on computer all wed need would be cast of crocky fodder with russ meyer breasts and ren hoek pectoral implantswhile tobe hoopers crocky opus referenced his own movies blood surf chose to dish out bunch of aging themes from the chum bucket of other movies see if you can look past the revenge of the nerds sequel sets to find the allusionshomagesripoffs to jaws temple of doom indiana jones last crusade the convent godzilla and any james bond movie also try to find the readyfortv fade where the editor gave up on making sense of the stocki was disappointed the crock didnt get to try out its sotto voce tenor with soliloquy on environmentalismor crocky appreciation but the quasicaptain ahab of the story does get his tour de force speach perhaps in the coming years well see crock galloping off after shootout into golden sunset or hopefully monkey will flush crocky down the toilet of an international space station for midgets and enjoy the exploitative waltz of zerog monkeymidgetcrocodile bloodshedallinall the lack of whammy bar in the surf music irked me,negative
it tries to be the epic adventure of the century and with cast like shô kasugi christopher lee and johnrhys davies it really is the perfect badventure of all time its actually is pretty fun swashbuckling adventure that even with its flaws captures your interest it must have felt as the biggest movie ever for the people who made it even if its made in the 90s it doesnt have modern feel it more has the same feeling that old errol flynn movie had big adventure movie are again the big thing in hollywood but im afraid that the feeling in them will never be the same as these old movies had this on the other hand just has the real feeling you just cant hate it think its an okay adventure movie and really love the soundtrack damn want the theme song,positive
the last hard men finds james coburn an outlaw doing long sentence breaking free from chain gang do he and his friends head for the mexican border from jail and safety no they dont because coburn has mission of revenge to kill the peace officer who brought him in and in the process killed his womanthat peace officer is charlton heston who is now retired and he knows what coburn is after as he explains it to his daughter barbara hershey coburn was holed up in shack and was involved in waco like standoff his indian woman was killed in the hail of bullets fired its not something hes proud of she was collateral casualty in manhuntlest we feel sorry for coburn he lets us know full well what an evil man he truly is heston is his usual stalwart hero but the acting honors in the last hard men go to james coburn he blows everyone else off the screen when hes on coburn gets the bright idea of making sure heston trails him by kidnapping hershey and taking her to an indian reservation where the white authorities cant touch him he knows that heston has to make it personal thencoburns gang includes morgan paull thalmus rasulala john quade larry wilcox and jorge rivero heston has chris mitchum along who is his soninlaw to bethe last hard men is one nasty and brutal western andrew mclaglen directed it and im thinking it may have been project originally intended for sam peckinpaugh it sure shows lot of his influence with the liberal use of slow motion to accentuate the violence of which there is lot for little peckinpaugh lite the last hard men is your film,positive
maybe it was the title or the trailer certainly not the interview on the dvd which is with the director as he keeps saying hi kids into the camera like buffoon but had expectations for entrails of virgin to be at least bit of sleazy fun with some good sex scenes and brutal bloody killings by weird japanese penetrator turns out its way too sleazy for its own good or bad or whatever theres problem and one can see this also in the italian sexploitation flick porno holocaust similar to this in many respects in not having balance to the sex and violence too much sex and it will turn into prototypical porno and not even with much production quality in comparison with most professional porno movies and with the killing scenes there has to be at least little tack and maybe just smidgen of ingenuity in creating the creaturekillerwhatever entrails of virgin has neither its safe to say its pretty soulless movie even if isnt one of the very worst ever made its there just for horndog japanese fetishists to get off on girls in trouble and men who have all their brains in their other headsin this case were given photo team where the guys are taking some shots of some girls nothing too salacious and then by way of dense fog they stay off at some house one night and are picked off one by one by murderer as hes credited first off the director kazuo gaira komizu decides he has to put in quota of random sex scenes early on we get spliced in or phoned in take your pick clips of one of the photographers having sex with one or more of the girls elsewhere it looks like its from another movie then once settled into the house theres wrestling scene thats poorly choreographed and shot yeah we really need to see him all there and then on to the rape and killings first the rape by the photographers who promise the girls some jobs for their time then the murderer who like damatos creature is simply covered in mud and given stupid facial and who for an unknown reason kills the men andor rapes the women one by onenow the latter of those taken by themselves should be considered the highlights of the movie this is like saying however that the croûtons are the best part of wretchedly tasting salad an eyegouging scene spike thrown like an olympic event that scene actually is kind of cool and finally the entrailing of the overly sexcrazed girl whose inconsequential name cant remember even this becomes disappointing just by not being correct to the title on top of this the sex scenes which become tedious through gaira and his indulgence in longtakeswithoutcutaways where everything by the japanese censors is blurred anyway are dubbed over by the actors youd think that they seem to be enjoying themselves enough hence the need to let them speak for themselves but the overall feeling from entrails of virgin is that of lumpy one where its just there to be gawked at and without shred of suspense or true horror watch as the last girl left alive the virgin of the picture tries to stop the murderer from getting to her which lasts five minutes as she keeps throwing sticks at him you just want it to be done with for the hate women mantra to ease up or be rid altogether,negative
the few scenes that actually attempt depiction of revolutionary struggle resemble hirsute boy scout troop meandering tentatively between swimming holes when sharif or please god palance try their hand at fiery oratory they sound like kurtz swallowing bug the displays of strategic brilliance incorporate map of cuba replete with smiling fishies in the ocean and positively vaudevillian hypothesis on how the bay of pigs came to pass what does that leave us with one comical dentistry scene surfeit of uppity hollywood peasants who address the camera as though it were moving train and just for kicks passel of homoeroticism that is not limited to castros manic and unremitting cigarfellatio never trust medved but even busted clock is right twice day this is historically awful movie,negative
this film took me by surprise make it habit of finding out as little as possible about films before attending because trailers and reviews provide spoiler after spoiler all knew upon entering the theater is that it was documentary about long married couple and that imdb readers gave it rotten tomatoes users ranked it at and the critics averaged an amazing if anything they underrated this little gemfilmmaker doug block decided to record his parents for posterity and at the beginning of the film we are treated to the requisite interviews with his parents outspoken mother mina and less than forthcoming dad mike immediately found this couple interesting and had no idea where the filmmaker mike minas son doug was going to take us as matter of fact doubt that doug himself knew where he was going with thislife takes unexpected twists and turns and this beautifully expressive film follows the journey it is difficult to verbalize just how moved was with this story and the unique way in which it was told absolutely riveting from beginning to end and it really is mustsee even if you arent fan of the documentary genre this film will make you think of your own life and might even evoke memories that you thought were long forgotten birch street is one of those rare filmgoing experiences that makes deep impression and never leaves you the best news of all is that hbo had hand in the production so instead of playing to limited art house audience eventually millions of people will have chance to view this incredible piece of work bravo,positive
stephen hawkings is genius he is the king of geniuses watching this movie makes me feel dumb but its great movie not highly entertaining but very very intriguing the movie centers around wheelchair bound stephen hawkings man who makes einstein look average and his theories and scientific discoveries about the universe time the galaxy and black holes everyone at sometime or another during really intense high comes to moment when they think theyv got the universe and the cosmos figured out and they swear as soon as they sober up theyll write it all down well here is man who actually held that feeling for more then six hours here is man who despite suffering from lou gehrigs disease has become the greatest mind the world has yet seen watch this and listen in on how he has formulated theories on black holes awesome you wont be the same after you see it,positive
the story is about psychic woman tory who returns to her hometown and begins reliving her traumatic childhood past the death of her childhood friend and abusive father tory discovers that her friend was just the first in string of murders that are still occurring can her psychic powers help solve the crimes and stop the continuing murders you really dont need to find out because oh my god this was so so so so bad know all the nora roberts fans will flock to this movie and give it tons of 10s then the rest of us will see an imdb score of and actually think this movie is worth watching but do not be fooled the ending was predictable the acting terrible dont even get me started about the southern accents yall and the story was trite just rememberyou were warned,negative
oh god must have seen this when was only or twelve dont ask how may have been young but wasnt stupid anyone could see that this is bad movie nasty gross unscary and very silly ive seen more impressive effects at disneyland ive seen better performances at school play and ive seen more convincing crocodiles at the zoo where they do nothing but sit in the water ignoring the children tapping on the glassthe story is set in northern australia handful of ambitious young people are trying out new water sport surfing in shark filled waters it soon becomes evident that something more dangerous is in the water after they learn what they get the help of grizzly middle aged fisherman who wants to kill the animal to avenge the eating of his familyi think have seen every crocodile film made in the last fifteen years the best of which is lake placid and the worse of which is its sequel blood surf would have to be the second worst croc flick think with primeval and crocodile tailing closely behindthe australian saltwater crododile is one of the most dangerous creatures out there resulting in more than hundred injuries or deaths every year movies like blood surf however ruin not only the ferocious image of such creature but good hour and half of the viewers life unless you really want to see it avoid blood surf,negative
fate leads walter sparrow to come in possession of mysterious novel that has eerie similarities and connections to his life all based around the number as the story unfolds in real life and fiction sparrow must figure out his connection to the book and how the story will eventually endthe number offers an intriguing premise that is undone by weak execution the film just failed on many different levels which is pretty disappointing because it held so much potential the screenplay was probably the worst part about it it was filled with silly sequences and laughable dialog that just killed the mood of the movie it seemed like the screenwriter had good idea he just didnt know how to develop it to stretch over ninety minute running time the second half of the film was running low on ideas the twist was pretty obvious and the ending was awfuljoel schumacher is responsible for one of the worst movies ever and he did redeem himself little with phone booth and few other films but the number reminds me that hes still capable of making stinker he has the movie drenched in style but he just cant get good focus he moves the film at clunky and slow pace he switches from reality to whats actually happening in the book which quickly got annoying the actual book in the film thats titled the number is an awful detective story and the audience gets stuck listening to carrey narrate it which just bored me to tears when carrey is finally done with book we get stuck watching him run around trying to solve the mystery at this point the audience has lost interest and there is no real tension we impatiently wait for the movie to reach its horrible ending and unconvincing explanation before celebrating that film has finally finishedthe acting was mostly average and pretty forgettable jim carrey was clearly just sleepwalking through his performance and he didnt even seem to be trying he was either completely over the top in some scenes or just very wooden his narration was complete bore to listen to and he put no life inside his character virginia madsen did the best she could with limited role but she needs to pick better scripts logan lerman was pretty bland as was danny huston overall the number was an awful thriller that offered more laughs than suspense or thrills rating,negative
we brought this film as joke for friend and could of been our worst joke to play the film is barely watchable and the acting is dire the worst child actor ever used and hasslehoff giving substandard performance the plot is disgraceful and at points we was so bored we was wondering what the hell was going on it tries to be gruesome in places but is just laughablejust terrible,negative
this was probably the worst movie have ever seen in my life it was stupid there was no plot and the special affects were ridiculous and have never seen such bad acting in my life the only good part about the movie were all the hot guysespecially drew fuller dont know what these people were thinking when they made this movie didnt even want to finish the whole thing because you get to this point in the movie where the guys are all in bed touching themselves mean it was like some kind of sick and twisted kiddy porn would advise anyone who has heard of this movie and was interested in seeing it to just forget about it and find another movie to watch was very disappointed the whole movie was complete waste of time in my opinion,negative
this is typical steele novel production in that two people who have undergone some sort of tragedy manage to get together despite the odds wouldnt call this spoiler because anyone who has read steele novel knows how they all end if you dont want to know much about the plot dont keep readinggilberts character ophelia is woman of french decent who has lost her husband and son in an accident gilbert needs to stop doing films where she is required to have an accent because she otherwise good actress cannot realistically pull off any kind of accent brad johnson also an excellent actor is matt who is recovering from rather nasty divorce he is gentle convincing and compelling in this rolethe two meet on the beach through her daughter pip and initially ophelia accuses matt of being child molester just because he talked art with the kid all of them become friends after this episode and then the couple falls in lovethe chemistry between the two leads is not great even though the talent of these two people is not in my opinion question they did the best they could with predictable plot and script that borders on stereotypical two people meet tragedy bigger tragedy secret is revealed another tragedy and then they get together wish there was more to it than that but there it is in nutshelli wanted mindless entertainment and got it with this in regard to the genre of romantic films this one fails to be memorable secret affair with janine turner is far superior not steele book as are some of steeles earlier books turned into film,negative
oh noes one of these attack of the japanese ghost girl movies dont even remember how many ive seen maybe it sells but not to me not scary at all the japanese horror movies are have been very similar since the first one of these also the pulling of the kid have seen that pulled under scene so many times in so many horror movies cellphone scene is also nothing new the dramaticness of the guy getting hit by train kinda sucked mean it lacked all dramaticness ok this is for kids who listen to japanese rock and think they are so unique well let me tell you theres million of you this is one of them ive seen worse but you wont be missing anything by not seeing this,negative
nicholas walker is paul the local town reverand whos married to martha ally sheedy but also is habitual womanizer and decides to fake his own death to run away with his current affair veronica dara tomanovich however in so doing he gets bout of amnesia hence the name of the film sally kirkland is also on hand as crazy old coot who pines for the good reverand in shades of misery type of way its sad to see pretty good cast wasted like this not the least bit john savage in horridly forgettable role as shoddy private investigator in film billed as black comedy one has to bring both elements into said movie while this does bring the former in spades it sadly contains none of the latter furthermore you cant emphasize with any of the characters and as thus have absolutely no vested interest in them technically not an alltogether bad movie just an extremely forgettable oneeye candy dara tomanovich gets topless sally kirkland also shows some skin my grade where saw it showtime showcase,negative
hollywood movie industry is the laziest one in the entire world it only needs single hit to flood theaters with the same old crap reinvented over and over again take superheroes for example for each xman and spiderman there are daredevil elektra ghost rider and hulk japanese horror remakes are even worst it only took the ring which was pitchperfect mostly because of mr gore verbinsky to bring ton of lookalike creepywoman based horrors eg the ring the eye dark water which was fine but pointless and the grudgesthe first grudge wasnt entirely bad it was scary most of the way which is what one could expect from it plus the plot had some brains mixing narratives grudge is exactly like the previous this could be good thing but hey what boy men in black ii was it nice thing to xerox the entire screenplay and just change the villain for the grudge the critic goes the same waytired scares bad acting except for amber tamblyn and clichés all over the place three stories take place on different places and time there is aubrey tamblyn investigating what drove her sister karen sarah michelle gellar to death allison arielle kebbel who is taken by colleagues to visit the house where the incident depicted in the first movie took place and finally an american family that witness strange stuff happening on the apartment next door glad to say and mean it that everything is tied up at the end but one must not rely on the end to make good picture when everything else is simply tiresome and dullthe chills are all over there girl alone in the lockers someone who shouldnt enter house others that dig too deep meanwhile ghosts keep killing and killing and killing which seems even more deadlier than ten world wars or the ebola epidemic hey doesnt that seem just like another bad japanese remake something called pulse yeah day after day its getting easier to hold grudge against hollywood bullshits,negative
down periscope has been in our library since it first arrived in vhs since then we have acquired the dvd and digital from cinema nowit is quirky flick that does not go militarily overboard as either pro or con it is first and foremost comedy and as vehicle for the main characters am quite surprised that sequel has never been offeredthe movie has gained following that borders on cult obsession even among the very young became aware of this while visiting the uss drum in mobile alabama in group of cub scouts my grandson among them had all taken up the roles from the movie and planned to relive it during their overnighter on boardit is fun romp that makes you proud both of our navy and hollywood which is rare companythanks to kelsey grammar lauren holly and rob schneider for making what could have been an otherwise unremarkable movie such great entertainment,positive
if you came here its because youve already seen this film and were curious what others had to say about iti feel for you really do and profusely apologize as canadian because thats what we do that this film ever had to cross your eyes if only for moment hear there is no cure for the retinal bleeding reported out of every dozen casesi like everyone else rented this movie believing it to be some stupid bmovie ripoff of blade thought sure could use good laugh at stupid movie ill give the creators of this film one positive comment about their creation thanks for removing the rec xxxxxx from the bottom righthand corner of the screen can see how that would have been distraction from seeing this movieand for the record saw the movie but did not watch it the dialogue was incoherent and most of the scenes took place in my grandmothers trailer swear to godyou know what im not writing anymore about this its just too painful,negative
deanna durbin nan grey and barbara read are three smart girls in this universal film from which introduces deanna durbin to film audiences it also stars ray milland mischa auer charles winninger john king binnie barnes and alice brady its sweet story about three young women now living in switzerland with their divorced mother who hear their father winninger is marrying again not having seen him in years and knowing their mother still loves him they board ship to america with the help of the housekeepernanny determined to stop the wedding realizing that the intended called precious barnes is nothing but golddigger aided and abetted by her mother brady they arrange for her to be introduced to wealthy count this is arranged by their fathers accountant king the man he chooses is fulltime drunk auer but the girls mistake him for an actual wealthy count milland what messthis is delightful film not cloying or overly sugary at all with some nice performances particularly by auer milland barnes and brady the young women are pretty and all do good work the emphasis of course is on young durbin who is natural actress and beautifullytrained singer in fact her voice as youngster is much more even than it would be as an adult she has no trouble with the high notes as she did later on because she put too much weight in the middle voice she sings delightful il bacio in police stationone of the nicest things about the film is to see the father played by charles winninger not want his children around until he sees them and gets to know them barnes as the golddigger isnt all that young but the girls mother looks way up there so the inference probably was the older man seeking his youth with younger more glamorous woman in fact he finds the youth he was seeking in his daughtersuniversal gives durbin the big star buildup here she has the final shot in the movie ray milland at this point was still paying his dues and it will probably be surprise even to film fans how young and attractive he isvery entertaining and of course this led to sequel and big stardom for deanna,positive
if anyone is wondering why no one makes movies like they used to with conversation character and simple theme of friendship struggling to evolve into something new better and different those folks need to take in this film and see top notch writing directing and acting that melds into wonderful evening of observation on how things used to be in italy and england other days other times funneled into terrific comedy of entertainment made in with alfred molina joan plowright polly walker josie lawrence jim broadbent miranda richardson and michael kitchens in the major roles under the brush stroke direction of mike newell these actors accomplish vividly memorable performances that are photographed with sublimely subtle painters eye reminiscent of the theatrical bedroom farce of the turn of the century this film might be called friendship farce that becomes worthwhile experience in the growth of the romantic nature within each character and the viewer too an artistic telegram on the importance of caring about those around us,positive
watched this series out of curiositywanting to see if they could possibly and with all this modern technologyout do cecil demilles classic epic of starring charleton hestonyul brenner and sir cedric hardwicke of course was let down yes they had all the biblical characters correct but they didnt give us any of the spectacular theatrical scenes that held your interest throughout the first movie if you going to have miniseries you have to have some rivoting scenes the burning bush parting the red seadrowning pharohs armies building sethis pyramids could have been done with todays technology on the scale of blockbuster movies such as lord of the rings or the matrix obviously they didnt want to leave lasting impression of faith and sacrifice which is much needed in these trouble times,negative
daniel daylewis is the most versatile actor alive english aristocratic snob in room with view passionate irish thief in in the name of the father an impudent violent butcher in gangs of new york in performance ten times stronger than adrian brodys in the pianist and as the outrageous cristy brown with cerebral palsy in my left foot just to name few his roles all influence eachother but each is seperate and utterly unique he changes completely with each character he takes on and im beginning to believe that he can act as anything anythingas cristy brown he is stunning he does not ridicule the character and he does not pity the character difficult achievement and cristy brown comes to life smart man an outrageous man humanthis movie despite small scenetransition faults and the like is an inspiration yes its predictable but is it stupidly sentimental no laughed cried not single moment of cheese proof that this isnt hollywood moviemy favourite scene is the scene in the restaurant when cristy is discussing painters with eileen peter and her friends heres where daniel daylewis reaches an acting climax ill kick you in the only part of your anatomy thats animated wheel out the cripple and his performance never slows down never falters and is beautiful simply he has lot of screen time here watch it again again and never get tired of cristys perspicacious eyes twitching and guttural speechesa mustsee fo sho yo,positive
my guess would be this was originally going to be at least two parts and thus at least quarter longer because otherwise how can one explain its confused abbreviated storyline was never completely lost but was often partially lost and usually unclear on character motivation the movie feels as though joining plot points were dropped to squeeze it into its time slotif it were longer it might make more sense but it still wouldnt be much good the movies most interesting idea is of the war between zeus and hera as being war between the male and female but the movie drops the ball on this making heras followers fairly horrible while not being clear on what zeus followers do or believe the movie is also interesting because you dont see the gods and theres no real certainty that they exist so its got couple of intriguing ideas but it doesnt do anything useful with thembad dialog cardboard characters and one interesting scene involving hercules and his three antagonistic sons not unwatchable but also not worth watching,negative
well like to watch bad horror bmovies cause think its interesting to see stupidity and unability of creators to shoot seriously good movie always compare this movies to for example some spielbergs works and againandagain dont understand the huge difference in what see like ed woods movies cause its so inept its very funny but people the chilling is not funny and is not even interesting its extremely boring horror movie without anything what makes even bad movies watchable theres no acting no screenplay no direction no thrills and not even blood its extremely inept amateurish film its definitely the worst movie had ever seen and had seen lot of worst movies believe me warned you,negative
this is the worst movie have ever seen as well as the worst that will probably ever see see no need to rehash what all the others have said previously just be forewarnedthis is not one of those bad movies you think you want to watch because you want to be able to make fun of it its just plain bad bad bad bad badthis movie is the equivalent to having pet rock as your friend you wait and wait and wait and wait and wait and wait and wait and wait for something to happen unfortunately it never does at least with pet rock you knew what you were getting into lions gate completely deceives on this bombshell nothis is disaster after watching this film you would swear george bush had his hands all over the making of this film yes its that idioticstay away unless of course you just want to watch the worst movie of all time its probably how lions gate figured it would make some money off this piece of tripe,negative
have been mario fan for as long as can remember have very fond memories of playing super mario world as kid this game has brought back many of those memories while adding something new super mario galaxy is the latest installment in the amazing mario franchise there is much very different about this game from any other mario before it while still keeping intact the greatest elements of mario the first noticeable difference is that the story takes place in spacethe story begins much like any other mario game mario receives letter from princess peach inviting him to celebration at her castle in the mushroom kingdom upon arriving at peachs castle mario finds bowser and his son bowser jr attacking the castle with their airships bowser kidnaps princess peach and then lifts her castle up into space in the midst of the castle being lifted into space mario falls off and lands on an unknown planet mario is found by talking star named luma and is taken back to the lumas home floating space station here mario meets many other lumas and also meets their leader woman named rosalina rosalina tells mario that bowser has taken away the space stations power stars and scattered them across the universe it is up to mario to help the lumas find them and save peach thus the adventure beginsthe way you play the game is by flying from the space station to other galaxies each galaxy consists of multiple planets that mario travels amongst in levels via these shooting stars to retrieve the power stars mario can at many times walk all the way around planets without losing gravity some planets are small and others are big many planets are similar to classic mario environments the best thing about the game are the controls all of the stuff like jumping and such is still the same but the wiimote is used in many unique ways in this game you shake the remote mario will perform spin that is used as the primary attack in the game and it will as well activate the shooting stars you can also point the remote at the screen and use the pointer to fire star bits at enemies or objects in the environment then there is the graphics these are by far the best graphics on the wii it is just so hard to describe how great this game looks you could probably almost say it looks as good as some gamesmy only minor gripes is that the going upside down effect takes some getting used to and also the story is pretty weak the worst part is that you lose all of your lives when you turn off the game no matter how many you had when you last quit you restart at lives still these minor problems aside its superb game that is highly entertaining and is very challenging this is the type of game that weve been waiting for on the wiia perfect out of,positive
this short film that inspired the soontobe full length feature spatula madness is hilarious piece that contends against similar cartoons yielding multiple writers the short film stars edward the spatula who after being fired from his job joins in the fight against the evil spoons this premise allows for some funny content near the beginning but is barely present for the remainder of the feature this films 15minute running time is absorbed by some oddball comedy and small musical number unfortunately not much else lies below it the plot that is set up doesnt really have time to show but its surely follows it plot better than many highbudget hollywood films this film is worth watching at least few times take it for what it is and dont expect deep story,positive
okay last night august 18th had the distinct displeasure of meeting mr van bebble at showing of the film the manson family at the three penny in chicago as part of the chicago underground film festival heres what have to say about it first of all the film is an obvious rip off of every kenneth anger roman polanski oliver stone and terry gilliam movie ive ever seen second of all in short session after the show mr van bebble immediately stated that he never made any contact with the actual manson family members or charlie himself calling them liars and saying he wanted nothing to do with them that the film was based on his van bebbles take on the trial having seen it all from his living room on tv and in the news and im assuming from the autobiography and the book helter skelter which were directly mimicked through the narrative so had second dibs on questions asked if he was trying to present the outsider mtv sex drugs and rock roll version and not necessarily the true story this question obviously pissed off the by now sloshed director who started shouting you shut the up this is the truth all those other movies are bullshwell anyway didnt even think about how ridiculous this was until the next day when read the tagline for the film youve heard the laws side of the storynow hear the story as it is told by the manson family excuse me if this guy has never even spoken to the family and considers them to be liars that he doesnt want to have anything to do with how in gods name can he tell the story for them this is the most ridiculous statement have ever heard the film was obviously catered to the sex drugs and rock roll audience that it had no trouble in attracting to the small dimly lit theatre and was even more obviously spawned by the sex drugs and rock roll mind of man who couldnt even watch his own film without getting up every ten minutes to go get more beer or to shout some sort of rocky horroresque call line to the actors on screen this film accomplishes little more than warping the publics image of actual events which helped shape the state of america and much of the world today into some sort of slashercomic bookpornorape fantasy dreamed up by an obviously shallow individualthe film was definitely very impressive to look at the soundtrack was refreshing as it contained actual samples of charlies work with the family off of his lie album the editing was nice and choppy to simulate the nauseating uncertainty of most modern music videos all in all this film would have made much better addition to the catalogues at mtv than to the underground film festival or for that matter the minds of any intellectual observers felt like was at midnight rocky horror viewing the way the audience was dressed and behaving probably the best part of the experience the cast was very good with the exception of charlie who resembled some sort of stoned dungeons and dragons enthusiast more than the actual role he was portraying the descriptions the film gave of him as full of energy throwing ten things at you and being very physical about it all the while did not match at all the slow lethargic and chubby representation that was actually presentedall in all the film basically explains itself as sadie or maybe it was linda declares at the end you can write bunch of bullsh books or make bunch of bullsh moviesetc etc case in point even the disclaimer based on true story is dead giveaway signalling that somewhere beneath this psychedelic garbage heap lay the foundation of an actual story with content that will make and has made difference in the world all you have to do is little bit of alchemy to separate the truth from the the crap or actually maybe you could just avoid it all together and go read book insteadall can say is this when the film ended got free beer so im glad went but not so glad spent fifteen dollars on my ticket to be told to shut the up for asking the director question peace,negative
bought this game on an impulse buy from walmart am glad did it was very entertaining listening to sean connery and playing the game thought the graphics were the best have ever seen in moviegame remake the bonus levels were very hard the sniper one think was too hard it made me so frustrated didnt play the game for week and half there were too many people shooting at you with nothing to hide behind or life to handle it the only thing might change was the upgrade system didnt notice any difference from unupgraded equipment to the upgraded such as buying an armor upgrade didnt seem to make the armor stronger or more filling on my life meter really liked the copter think the developers did good job,positive
